# UFF Force Field  LJ_6_12#
# atom   sigma(Ang) eps(kcal/mol)  eps(K)     mass(g/mol) #
Os6+6     2.7796    0.3700E-01     18.6192  190.20000   ! osmium, octahedral, +6 oxidation state
Ir6+3    2.53015    0.7300E-01     36.7353  192.20000   ! iridium, octahedral, +3 oxidation state
Pt4+2    2.45354    0.8000E-01     40.2578  195.09000   ! platinum, square planar, +2 oxidation state
Au4+3    2.93373    0.3900E-01     19.6257  196.97000   ! gold, square planar, +3 oxidation state
Hg1+2    2.40988    0.3850E+00     193.741  200.59000   ! mercury, linear, +2 oxidation state
Tl3+3    3.87274    0.6800E+00     342.191  204.37000   ! thallium, tetrahedral, +3 oxidation state
Pb3      3.82819    0.6630E+00     333.637  207.20000   ! lead, tetrahedral
Bi3+3    3.89323    0.5180E+00     260.669  208.98000   ! bismuth, tetrahedral, +3 oxidation state
Po3+2    4.19524    0.3250E+00     163.547  210.00000   ! polonium, tetrahedral, +2 oxidation state
At       4.23177    0.2840E+00     142.915  210.00000   ! astatine
Rn4+4    4.24513    0.2480E+00     124.799  222.00000   ! radon, square planar, +4 oxidation state
Fr        4.3654    0.5000E-01     25.1611  223.00000   ! francium
Ra6+2    3.27583    0.4040E+00     203.302  226.00000   ! radium, octahedral, +2 oxidation state
Ac6+3    3.09855    0.3300E-01     16.6063  227.00000   ! actinium, octahedral, +3 oxidation state
Th6+4    3.02549    0.2600E-01     13.0838  232.03999   ! thorium, octahedral, +4 oxidation state
Pa6+4    3.05044    0.2200E-01     11.0709  231.00000   ! protoactinium, octahedral, +4 oxidation state
U_6+4     3.0246    0.2200E-01     11.0709  238.03000   ! uranium, octahedral, +4 oxidation state
Np6+4    3.05044    0.1900E-01     9.56123  237.00000   ! neptunium, octahedral, +4 oxidation state
Pu6+4    3.05044    0.1600E-01     8.05156  244.00000   ! plutonium, octahedral, +4 oxidation state
Am6+4    3.01213    0.1400E-01     7.04512  243.00000   ! americium, octahedral, +4 oxidation state
Cm6+3    2.96313    0.1300E-01      6.5419  245.00000   ! curium, octahedral, +3 oxidation state
Bk6+3    2.97471    0.1300E-01      6.5419  247.00000   ! berkelium, octahedral, +3 oxidation state
Cf6+3    2.95155    0.1300E-01      6.5419  249.00000   ! californium, octahedral, +3 oxidation state
Es6+3    2.93907    0.1200E-01     6.03867  254.00000   ! einsteinium, octahedral, +3 oxidation state
Fm6+3    2.92749    0.1200E-01     6.03867  255.00000   ! fermium, octahedral, +3 oxidation state
Md6+3     2.9168    0.1100E-01     5.53545  256.00000   ! mendelevium, octahedral, +3 oxidation state
No6+3    2.89364    0.1100E-01     5.53545  254.00000   ! nobelium, octahedral, +3 oxidation state
Lw6+3    2.88295    0.1100E-01     5.53545  257.00000   ! lawrencium, octahedral, +3 oxidation state
CpR      3.43085    0.0000E+00           0   12.01100   ! pi-system, high valent cyclopentadienyl complexes
CpR_B    3.43085    0.0000E+00           0   12.01100   ! pi-system, low valent cyclopentadienyl complexes with significant back bonding
CiR      3.43085    0.0000E+00           0   12.01100   ! pi-system, in ethenyl
PiR      3.43085    0.0000E+00           0   12.01100   ! pi-system, in allyl 
D_       2.57113    0.4400E-01     22.1418    2.01400   ! deuterium
